id,content
1007,Close blinds down to 20%
1008,Close blinds 10%
1009,Close blinds
1010,Close blinds down
1011,Open the blinds 60%
1012,Open blinds up to 50%
1013,Close blinds to 50%
1014,Open blinds 50%
1015,Make the AC speed lower
1016,Lower the AC speed
1017,Turn off the AC
1018,Start the AC
1019,Set AC to high
1020,What is the AC speed?
1021,Set mode on AC to cool
1022,Turn on the AC
1023,Stop the AC
1024,Raise the AC speed
1025,Set fan to 5
1026,Turn off the fan
1027,Turn on the fan
1028,What is the fan speed?
1029,Make the fan speed lower
1030,Lower the fan speed
1031,Raise the fan speed
1032,Make the fan speed higher
1033,Activate airflow for the humidifier
1034,Set the humidifier to 60% humidity
1035,Turn on the humidifier
1036,Set the humidifier to 10
1037,Set the humidifier to continuous
1038,Change the airflow to front on the humidifier
1039,Start the humidifier
1040,Is the light on in Adam's bathroom?
1041,Turn on the lights in the living room
1042,Turn on the lights
1043,Turn on my lights
1044,Are the lights on in the dining room?
1045,Dim the bathroom lamps
1046,Switch off the lights
1047,Pause the speaker
1048,Mute the speaker
1049,Skip ahead on TV
1050,Resume the speaker
1051,Make it louder on the speaker
1052,Stop the speaker
1053,Volume up on speaker
1054,Turn down the thermostat
1055,Set the temperature to 65 degrees
1056,Turn up the thermostat
1057,What is the temperature inside?
1058,Set the thermostat to 75 degrees
1059,Is my water heater on?
1060,Turn off the water heater
1061,Turn up the temperature on water heater
1062,What is the temperature set to?
1063,Set the temperature to 72 degrees
1064,Turn on Movie Mode
1065,Activate Good Morning
1066,Set security to arm
1067,Arm security
1068,Close blinds to 50%
1069,Open blinds to 20%
1070,Close blinds 10%
1071,Close blinds
1072,Close blinds down
1073,Rotate blinds to 20%
1074,Open the blinds 10%
1075,Open blinds
1076,Are blinds open?
1077,Open the blinds halfway
1078,Turn on the air purifier
1079,Is the air purifier on?
1080,Stop the air purifier
1081,Turn on TV
1082,Skip ahead on speaker
1083,Stop the TV
1084,Mute the TV
1085,Volume down on TV
1086,Turn on the TV
1087,Make it louder on the TV
1088,Pause the TV
1089,Resume the TV
1090,Stop vacuuming
1091,Is the vacuum charging?
1092,Is the vacuum running?
1093,Start the vacuum
1094,Start vacuuming
1095,Pause the vacuum
1096,Dock the vacuum
1097,Charge the vacuum
1098,Send the vacuum home
1099,Stop the vacuum
1100,Turn off lights
1101,Close the curtains half way
1102,Open the bedroom curtains
1103,Turn on the camera
1104,Turn On Hallway Camera
1105,Show garage camera
1106,Turn off the camera
1107,Is the Babycam On?
1108,Show the Front Door Camera on Living Room TV
1109,What is on Baby camera?
1110,Did I set AC to cool?
1111,What is the AC doing?
1112,What cycle is the AC in?
1113,What is the AC speed?
1114,Lower the AC speed
1115,Turn off the AC
1116,Turn on the AC
1117,Start the AC
1118,Set AC to high
1119,Stop the AC
1120,Activate Good Morning
1121,Turn on Movie Mode
1122,Turn on TV
1123,Turn off lights
1124,Switch off the lights
1125,Make it louder on the TV
1126,Mute the TV
1127,Skip ahead on TV
1128,Volume down on TV
1129,Turn on the TV
1130,Pause the TV
1131,Stop the TV
1132,Resume the TV
1133,Start vacuuming
1134,Stop vacuuming
1135,Is the vacuum running?
1136,Is the vacuum charging?
1137,Charge the vacuum
1138,Start the vacuum
1139,Dock the vacuum
1140,Stop the vacuum
1141,Pause the vacuum
1142,Send the vacuum home
1143,Turn on my lights
1144,Turn on the lights in the master bed room
1145,Turn on the lights
1146,Is the light on in Adam's bathroom?
1147,Turn on the living room lamps
1148,Are the lights on in the dining room?
1149,Turn off the camera
1150,Turn on the camera
1151,Show the Front Door Camera on Living Room TV
1152,Turn On Hallway Camera
1153,What's on Baby camera?
1154,Show garage camera
1155,Is the Babycam On?
1156,Stop the AC
1157,Set mode on AC to cool
1158,Lower the AC speed
1159,What is the AC speed?
1160,Raise the AC speed
1161,Turn on the AC
1162,What cycle is the AC in?
1163,Turn off the AC
1164,What is the AC doing?
1165,Set AC to high
1166,Is the front door locked?
1167,Unlock the front door
1168,Is the front door unlocked?
1169,Make sure the front door is locked
1170,Make the front door unlock
1171,Make the front door lock
1172,Lock the front door
1173,Make sure the front door is unlocked
1174,Set security to arm
1175,Arm security
1176,Start the dehumidifier
1177,Set fanspeed to high on dehumidifier
1178,Set mode on dehumidifier to auto dry
1179,Turn on the dehumidifier
1180,Turn on Movie Mode
1181,Activate Good Morning
1182,Make it louder on the TV
1183,Resume the TV
1184,Mute the TV
1185,Pause the TV
1186,Skip ahead on speaker
1187,Stop the TV
1188,Volume down on TV
1189,Turn on the TV
1190,Close blinds 10%
1191,Open blinds
1192,Close blinds to 50%
1193,Open blinds to 20%
1194,Open blinds 50%
1195,Are blinds open?
1196,Rotate blinds to 20%
1197,Open the blinds 60%
1198,Close blinds
1199,Close blinds down
1200,What is the temperature inside?
1201,Set the temperature to 65 degrees
1202,Turn down the thermostat
1203,Turn up the thermostat
1204,Set the thermostat to 72 degrees
1205,Lower the fan speed
1206,Make the fan speed lower
1207,Turn on the fan
1208,Raise the fan speed
1209,Turn off the fan
1210,Set fan to 5
1211,What is the fan speed?
1212,Make the fan speed higher
1213,Is the air purifier on?
1214,Turn off the air purifier
1215,Stop the air purifier
1216,Turn on my lights
1217,Turn on the master bed room lamps
1218,Dim the lights in the master bed room
1219,Is the light on in Mary's playroom?
1220,Are the lights on in the master bed room?
1221,Dim the lights
1222,Turn on the humidifier
1223,Deactivate diffused for the humidifier
1224,Start the humidifier
1225,Set the humidifier to continuous
1226,Change the airflow to rear on the humidifier
1227,Set the humidifier to 2
1228,Set the humidifier to 35% humidity
1229,Dock the vacuum
1230,Stop vacuuming
1231,Pause the vacuum
1232,Start vacuuming
1233,Charge the vacuum
1234,Stop the vacuum
1235,Is the vacuum running?
1236,Start the vacuum
1237,Is the vacuum charging?
1238,Send the vacuum home
1239,Is the front door closed?
1240,Open the side door
1241,Set the temperature to 70 degrees
1242,Is the kettle on?
1243,Turn off lights
1244,Turn on lights
1245,Turn off the camera
1246,Show the Front Door Camera on Living Room TV
1247,Turn on the camera
1248,Is the Babycam On?
1249,What's on Baby camera?
1250,Show garage camera
1251,Turn On Hallway Camera
1252,What is the temperature set to?
1253,Set the temperature to 75 degrees
1254,Pause the speaker
1255,Mute the speaker
1256,Volume down on speaker
1257,Make it louder on the speaker
1258,Resume the speaker
1259,Stop the speaker
1260,Turn off the water heater
1261,Is my water heater on?
1262,Turn up the temperature on water heater
1263,Close the curtains half way
1264,Open the bedroom curtains
1265,Switch off the lights
1266,Arm security
1267,Set security to arm
1268,Stop the speaker
1269,Pause the speaker
1270,Resume the speaker
1271,Volume down on speaker
1272,Skip ahead on TV
1273,Make it louder on the speaker
1274,Mute the speaker
1275,Set the thermostat to 75 degrees
1276,Turn down the thermostat
1277,Set the temperature to 65 degrees
1278,What is the temperature inside?
1279,Turn off the camera
1280,What is on Baby camera?
1281,Show the Front Door Camera on Living Room TV
1282,Show garage camera
1283,Is the Babycam On?
1284,Turn on the camera
1285,Turn On Hallway Camera
1286,Activate Good Morning
1287,Turn on Movie Mode
1288,Lower the AC speed
1289,Stop the AC
1290,Start the AC
1291,Did I set AC to cool?
1292,What is the AC speed?
1293,Turn on the AC
1294,What is the AC doing?
1295,Raise the AC speed
1296,Set AC to high
1297,Turn off the AC
1298,Switch off the lights
1299,Turn on the TV
1300,Pause the TV
1301,Volume down on TV
1302,Skip ahead on speaker
1303,Make it louder on the TV
1304,Stop the TV
1305,Resume the TV
1306,Mute the TV
1307,Turn off the lights
1308,Are the lights on in the kids bedroom?
1309,Turn off the lights in the kitchen
1310,Turn on the master bed room lamps
1311,Is the light on in Alice's bedroom?
1312,Turn on my lights
1313,Turn off TV
1314,Turn on speakers
1315,Open the bedroom curtains
1316,Close the curtains half way
1317,Start the AC
1318,What's AC mode set to?
1319,What is the AC speed?
1320,Set mode on AC to cool
1321,Turn off the AC
1322,Lower the AC speed
1323,Set AC to high
1324,Stop the AC
1325,Did I set AC to cool?
1326,What is the AC doing?
1327,Volume down on TV
1328,Skip ahead on TV
1329,Make it louder on the TV
1330,Resume the TV
1331,Mute the TV
1332,Stop the TV
1333,Pause the TV
1334,Turn on the TV
1335,Turn on the lights
1336,Are the lights on in the bathroom?
1337,Turn on the lights in the master bed room
1338,Turn on the kitchen lamps
1339,Is the light on in John's office?
1340,Turn on my lights
1341,Switch off the lights
1342,Turn on Movie Mode
1343,Activate Good Morning
1344,Lower the fan speed
1345,Make the fan speed higher
1346,What is the fan speed?
1347,Turn on the fan
1348,Turn off the fan
1349,Raise the fan speed
1350,Make the fan speed lower
1351,Set fan to 5
1352,Turn on speakers
1353,Turn off lights
1354,Is the vacuum charging?
1355,Charge the vacuum
1356,Pause the vacuum
1357,Dock the vacuum
1358,Is the vacuum running?
1359,Stop vacuuming
1360,Start vacuuming
1361,Start the vacuum
1362,Send the vacuum home
1363,Stop the vacuum
1364,Turn on the camera
1365,Is the Babycam On?
1366,What's on Baby camera?
1367,Turn off the camera
1368,Show the Front Door Camera on Living Room TV
1369,Turn On Hallway Camera
1370,Show garage camera
1371,Set security to arm
1372,Arm security
1373,Open the side door
1374,Is the front door closed?
1375,What is the temperature set to?
1376,Set the temperature to 72 degrees
1377,Skip ahead on speaker
1378,Mute the speaker
1379,Pause the speaker
1380,Make it louder on the speaker
1381,Volume down on speaker
1382,Resume the speaker
1383,Stop the speaker
1384,Turn on TV
1385,Turn off speakers
1386,Is my water heater on?
1387,Turn off the water heater
1388,Turn up the temperature on water heater
1389,Set fanspeed to high on dehumidifier
1390,Set mode on dehumidifier to auto dry
1391,Turn on the dehumidifier
1392,Start the dehumidifier
1393,Are the lights on in the bathroom?
1394,Turn on the lights in the kitchen
1395,Is the light on in Alice's bedroom?
1396,Turn on my lights
1397,Dim the lights
1398,Turn off the bathroom lamps
1399,Set fan to 5
1400,Make the fan speed lower
1401,Lower the fan speed
1402,Turn off the fan
1403,What is the fan speed?
1404,Raise the fan speed
1405,Make the fan speed higher
1406,Turn on the fan
1407,Start the AC
1408,What is the AC doing?
1409,Set mode on AC to cool
1410,Did I set AC to cool?
1411,Set AC to high
1412,Lower the AC speed
1413,Make the AC speed lower
1414,Turn off the AC
1415,Raise the AC speed
1416,What cycle is the AC in?
1417,Stop the air purifier
1418,Turn off the air purifier
1419,Is the air purifier on?
1420,Resume the TV
1421,Stop the TV
1422,Mute the TV
1423,Pause the TV
1424,Volume up on TV
1425,Make it louder on the TV
1426,Turn on the TV
1427,Open upstairs
1428,Close upstairs
1429,Is the upstairs leaking water?
1430,Is the main line open?
1431,Is the upstairs closed?
1432,Show the Front Door Camera on Living Room TV
1433,What's on Baby camera?
1434,Turn On Hallway Camera
1435,Show garage camera
1436,Turn off the camera
1437,Is the Babycam On?
1438,Turn on the camera
1439,Turn on Movie Mode
1440,Activate Good Morning
1441,Is the kettle on?
1442,Set the temperature to 70 degrees
1443,Turn down the thermostat
1444,Set the temperature to 65 degrees
1445,What's the temperature inside?
1446,Set the thermostat to 72 degrees
1447,Is the vacuum running?
1448,Stop vacuuming
1449,Start vacuuming
1450,Dock the vacuum
1451,Pause the vacuum
1452,Charge the vacuum
1453,Stop the vacuum
1454,Send the vacuum home
1455,Start the vacuum
1456,Is the vacuum charging?
1457,Close the curtains half way
1458,Open the bedroom curtains
1459,Set the humidifier to auto
1460,Activate osciliation for the humidifier
1461,Change the airflow to front on the humidifier
1462,Set the humidifier to 5
1463,Start the humidifier
1464,Turn off the humidifier
1465,Set the humidifier to 60% humidity
1466,Switch off the lights
1467,Turn on lights
1468,Turn off TV
1469,Activate Good Morning
1470,Turn on Movie Mode
1471,Raise the fan speed
1472,Make the fan speed lower
1473,What is the fan speed?
1474,Turn on the fan
1475,Lower the fan speed
1476,Turn off the fan
1477,Set fan to 5
1478,Make the fan speed higher
1479,Are the lights on in the master bed room?
1480,Dim the lights
1481,Dim the lights in the bathroom
1482,Is the light on in John's office?
1483,Turn off the bathroom lamps
1484,Turn on my lights
1485,Did I set AC to cool?
1486,What cycle is the AC in?
1487,Set AC to high
1488,What's AC mode set to?
1489,Set mode on AC to cool
1490,What is the AC doing?
1491,Stop the AC
1492,Lower the AC speed
1493,Raise the AC speed
1494,Start the AC
1495,What's the temperature inside?
1496,Turn up the thermostat
1497,Set the thermostat to 72 degrees
1498,Set the temperature to 65 degrees
1499,Turn down the thermostat
1500,Open the bedroom curtains
1501,Close the curtains half way
1502,Turn on the TV
1503,Pause the TV
1504,Make it louder on the TV
1505,Resume the TV
1506,Mute the TV
1507,Volume up on TV
1508,Stop the TV
1509,Skip ahead on TV
1510,Close the curtains half way
1511,Open the bedroom curtains
1512,Stop vacuuming
1513,Pause the vacuum
1514,Start vacuuming
1515,Charge the vacuum
1516,Send the vacuum home
1517,Is the vacuum running?
1518,Dock the vacuum
1519,Start the vacuum
1520,Stop the vacuum
1521,Is the vacuum charging?
1522,Activate airflow for the humidifier
1523,Set the humidifier to 60% humidity
1524,Change the airflow to rear on the humidifier
1525,Start the humidifier
1526,Turn on the humidifier
1527,Set the humidifier to 8
1528,Set the humidifier to auto
1529,What's AC mode set to?
1530,What is the AC speed?
1531,Lower the AC speed
1532,Did I set AC to cool?
1533,Set mode on AC to cool
1534,Turn off the AC
1535,Set AC to high
1536,Turn on the AC
1537,Stop the AC
1538,What is the AC doing?
1539,Turn on Movie Mode
1540,Activate Good Morning
1541,Arm security
1542,Set security to arm
1543,Skip ahead on TV
1544,Mute the TV
1545,Stop the TV
1546,Resume the TV
1547,Volume up on TV
1548,Pause the TV
1549,Make it louder on the TV
1550,Turn on the TV
1551,Turn on TV
1552,Turn On Hallway Camera
1553,Is the Babycam On?
1554,Turn on the camera
1555,Show the Front Door Camera on Living Room TV
1556,Turn off the camera
1557,Show garage camera
1558,What's on Baby camera?
1559,Dim the lights in the dining room
1560,Turn off the master bed room lamps
1561,Is the light on in Tyler's room?
1562,Turn on the lights
1563,Are the lights on in the kids bedroom?
1564,Turn on my lights
1565,Switch off the lights
1566,Lower the fan speed
1567,Make the fan speed lower
1568,Make the fan speed higher
1569,Set fan to 5
1570,What is the fan speed?
1571,Turn on the fan
1572,Raise the fan speed
1573,Turn off the fan
1574,Set the temperature to 65 degrees
1575,Turn down the thermostat
1576,Set the thermostat to 72 degrees
1577,Turn up the thermostat
1578,What's the temperature inside?
1579,Turn off speakers
1580,Turn on lights
1581,What is the temperature set to?
1582,Set the temperature to 80 degrees
1583,Turn on TV
1584,Turn off lights
1585,Turn on speakers
1586,Open the blinds halfway
1587,Open blinds
1588,Rotate blinds to 20%
1589,Open blinds up to 50%
1590,Are blinds open?
1591,Open blinds to 20%
1592,Open the blinds 50%
1593,Close blinds to 50%
1594,Close blinds down to 20%
1595,Close blinds
1596,Make the fan speed lower
1597,Set fan to 5
1598,Turn off the fan
1599,Lower the fan speed
1600,Turn on the fan
1601,Make the fan speed higher
1602,What is the fan speed?
1603,Raise the fan speed
1604,Turn on my lights
1605,Turn off the lights
1606,Turn off the lights in the master bed room
1607,Is the light on in John's office?
1608,Dim the kids bedroom lamps
1609,Are the lights on in the kitchen?
1610,Make sure the front door is unlocked
1611,Make sure the front door is locked
1612,Lock the front door
1613,Unlock the front door
1614,Make the front door lock
1615,Make the front door unlock
1616,Is the front door locked?
1617,Is the front door unlocked?
1618,Is the front door closed?
1619,Open the side door
1620,Set security to arm
1621,Arm security
1622,Turn on Movie Mode
1623,Activate Good Morning
1624,Is the Babycam On?
1625,Show garage camera
1626,Turn On Hallway Camera
1627,What's on Baby camera?
1628,Show the Front Door Camera on Living Room TV
1629,Turn on the camera
1630,Turn off the camera
1631,Turn on the TV
1632,Skip ahead on TV
1633,Resume the TV
1634,Pause the TV
1635,Mute the TV
1636,Make it louder on the TV
1637,Volume up on TV
1638,Stop the TV
1639,Dock the vacuum
1640,Stop the vacuum
1641,Pause the vacuum
1642,Is the vacuum running?
1643,Start vacuuming
1644,Start the vacuum
1645,Is the vacuum charging?
1646,Stop vacuuming
1647,Send the vacuum home
1648,Charge the vacuum
1649,Close the curtains half way
1650,Open the bedroom curtains
1651,Switch off the lights
1652,Pause the speaker
1653,Stop the speaker
1654,Mute the speaker
1655,Resume the speaker
1656,Make it louder on the speaker
1657,Volume down on speaker
1658,What cycle is the AC in?
1659,Stop the AC
1660,Raise the AC speed
1661,Set mode on AC to cool
1662,Turn off the AC
1663,Lower the AC speed
1664,Make the AC speed lower
1665,Start the AC
1666,Did I set AC to cool?
1667,What's AC mode set to?
1668,Switch off the lights
1669,Make it louder on the TV
1670,Pause the TV
1671,Skip ahead on TV
1672,Volume up on TV
1673,Turn on the TV
1674,Mute the TV
1675,Stop the TV
1676,Resume the TV
1677,Activate Good Morning
1678,Turn on Movie Mode
1679,Turn on TV
1680,Did I set AC to cool?
1681,What is the AC doing?
1682,Turn off the AC
1683,Stop the AC
1684,Set AC to high
1685,Lower the AC speed
1686,Start the AC
1687,Make the AC speed lower
1688,What cycle is the AC in?
1689,Set mode on AC to cool
1690,Make it louder on the speaker
1691,Stop the speaker
1692,Mute the speaker
1693,Pause the speaker
1694,Skip ahead on speaker
1695,Resume the speaker
1696,Volume up on speaker
1697,Close the curtains half way
1698,Open the bedroom curtains
1699,Set the temperature to 70 degrees
1700,Is the kettle on?
1701,Set the humidifier to 1
1702,Turn off the humidifier
1703,Change the airflow to front on the humidifier
1704,Start the humidifier
1705,Set the humidifier to 35% humidity
1706,Set the humidifier to manual
1707,Deactivate osciliation for the humidifier
1708,Set mode on dehumidifier to auto dry
1709,Start the dehumidifier
1710,Turn on the dehumidifier
1711,Set fanspeed to high on dehumidifier
1712,Turn off lights
1713,What is the temperature set to?
1714,Set the temperature to 72 degrees
1715,Open upstairs
1716,Close upstairs
1717,Is the upstairs closed?
1718,Is the main line leaking water?
1719,Is the upstairs open?
1720,Make the fan speed lower
1721,Turn off the fan
1722,Set fan to 5
1723,Turn on the fan
1724,Make the fan speed higher
1725,Raise the fan speed
1726,What is the fan speed?
1727,Lower the fan speed
1728,Turn off the lights
1729,Dim the bathroom lamps
1730,Turn on my lights
1731,Dim the lights in the kitchen
1732,Are the lights on in the kids bedroom?
1733,Is the light on in Mary's playroom?
1734,Open blinds to 20%
1735,Rotate blinds to 20%
1736,Open blinds
1737,Close blinds down
1738,Open the blinds 30%
1739,Close blinds
1740,Open blinds 50%
1741,Open the blinds halfway
1742,Open blinds up to 50%
1743,Close blinds 10%
1744,Turn off the camera
1745,Is the Babycam On?
1746,Show the Front Door Camera on Living Room TV
1747,What's on Baby camera?
1748,Show garage camera
1749,Turn on the camera
1750,Turn On Hallway Camera
1751,Turn down the thermostat
1752,Turn up the thermostat
1753,Set the temperature to 65 degrees
1754,Set the thermostat to 75 degrees
1755,What's the temperature inside?
1756,Start the vacuum
1757,Stop vacuuming
1758,Pause the vacuum
1759,Start vacuuming
1760,Is the vacuum charging?
1761,Stop the vacuum
1762,Dock the vacuum
1763,Send the vacuum home
1764,Charge the vacuum
1765,Is the vacuum running?
1766,Turn off the water heater
1767,Is my water heater on?
1768,Turn up the temperature on water heater
1769,Turn on the air purifier
1770,Is the air purifier on?
1771,Stop the air purifier
1772,Open the side door
1773,Is the front door closed?
1774,Arm security
1775,Set security to arm
1776,Stop vacuuming
1777,Is the vacuum charging?
1778,Pause the vacuum
1779,Send the vacuum home
1780,Is the vacuum running?
1781,Start vacuuming
1782,Stop the vacuum
1783,Start the vacuum
1784,Dock the vacuum
1785,Charge the vacuum
1786,Pause the TV
1787,Stop the TV
1788,Resume the TV
1789,Turn on the TV
1790,Mute the TV
1791,Skip ahead on TV
1792,Volume up on TV
1793,Make it louder on the TV
1794,What cycle is the AC in?
1795,Start the AC
1796,Stop the AC
1797,Did I set AC to cool?
1798,Make the AC speed lower
1799,What is the AC doing?
1800,Turn on the AC
1801,Set AC to high
1802,Raise the AC speed
1803,Lower the AC speed
1804,Turn off TV
1805,Turn on TV
1806,Mute the speaker
1807,Resume the speaker
1808,Stop the speaker
1809,Volume down on speaker
1810,Skip ahead on speaker
1811,Pause the speaker
1812,Make it louder on the speaker
1813,Show garage camera
1814,Turn off the camera
1815,What is on Baby camera?
1816,Is the Babycam On?
1817,Turn On Hallway Camera
1818,Turn on the camera
1819,Show the Front Door Camera on Living Room TV
1820,Activate night for the humidifier
1821,Stop the humidifier
1822,Set the humidifier to 10
1823,Set the humidifier to 60% humidity
1824,Change the airflow to front on the humidifier
1825,Turn off the humidifier
1826,Set the humidifier to continuous
1827,Set the thermostat to 68 degrees
1828,Turn down the thermostat
1829,Set the temperature to 65 degrees
1830,What is the temperature inside?
1831,Turn up the thermostat
1832,What is the temperature set to?
1833,Set the temperature to 72 degrees
1834,Turn on my lights
1835,Turn on the lights in the kitchen
1836,Turn off the lights
1837,Are the lights on in the living room?
1838,Turn on the kitchen lamps
1839,Is the light on in Mary's playroom?
1840,Switch off the lights
1841,Activate Good Morning
1842,Turn on Movie Mode
1843,Arm security
1844,Set security to arm
1845,Turn off the fan
1846,Raise the fan speed
1847,Make the fan speed lower
1848,Set fan to 5
1849,What is the fan speed?
1850,Lower the fan speed
1851,Make the fan speed higher
1852,Turn on the fan
1853,Open the bedroom curtains
1854,Close the curtains half way
1855,Activate Good Morning
1856,Turn on Movie Mode
1857,Turn on the camera
1858,Show garage camera
1859,What's on Baby camera?
1860,Is the Babycam On?
1861,Turn On Hallway Camera
1862,Turn off the camera
1863,Show the Front Door Camera on Living Room TV
1864,Set AC to high
1865,Did I set AC to cool?
1866,Set mode on AC to cool
1867,Turn on the AC
1868,Turn off the AC
1869,What is the AC doing?
1870,What is the AC speed?
1871,What's AC mode set to?
1872,Start the AC
1873,What cycle is the AC in?
1874,Switch off the lights
1875,Turn on lights
1876,Turn off speakers
1877,Turn on the lights
1878,Turn on my lights
1879,Dim the lights in the master bed room
1880,Are the lights on in the bathroom?
1881,Turn on the living room lamps
1882,Is the light on in Adam's bathroom?
1883,Mute the TV
1884,Resume the TV
1885,Stop the TV
1886,Skip ahead on speaker
1887,Pause the TV
1888,Turn on the TV
1889,Make it louder on the TV
1890,Volume up on TV
1891,Set mode on AC to cool
1892,Stop the AC
1893,What is the AC speed?
1894,Start the AC
1895,Turn off the AC
1896,Make the AC speed lower
1897,Raise the AC speed
1898,Turn on the AC
1899,Lower the AC speed
1900,What's AC mode set to?
1901,Skip ahead on speaker
1902,Turn on the TV
1903,Pause the TV
1904,Volume up on TV
1905,Stop the TV
1906,Mute the TV
1907,Make it louder on the TV
1908,Resume the TV
1909,Turn on the fan
1910,Make the fan speed higher
1911,Raise the fan speed
1912,Lower the fan speed
1913,What is the fan speed?
1914,Turn off the fan
1915,Set fan to 5
1916,Make the fan speed lower
1917,Turn off lights
1918,Turn on lights
1919,Turn on Movie Mode
1920,Activate Good Morning
1921,What is the temperature set to?
1922,Set the temperature to 75 degrees
1923,Close blinds down to 20%
1924,Rotate blinds to 20%
1925,Open the blinds halfway
1926,Open blinds to 20%
1927,Are blinds open?
1928,Open blinds 50%
1929,Open the blinds 80%
1930,Open blinds up to 50%
1931,Open blinds
1932,Close blinds
1933,Is the vacuum charging?
1934,Start vacuuming
1935,Is the vacuum running?
1936,Send the vacuum home
1937,Dock the vacuum
1938,Stop vacuuming
1939,Stop the vacuum
1940,Pause the vacuum
1941,Start the vacuum
1942,Charge the vacuum
1943,Turn on the fan
1944,Raise the fan speed
1945,Lower the fan speed
1946,Make the fan speed higher
1947,What is the fan speed?
1948,Turn off the fan
1949,Make the fan speed lower
1950,Set fan to 5
1951,Turn on lights
1952,Turn off speakers
1953,Pause the TV
1954,Mute the TV
1955,Turn on the TV
1956,Stop the TV
1957,Resume the TV
1958,Volume down on TV
1959,Make it louder on the TV
1960,Skip ahead on speaker
1961,Is the upstairs leaking water?
1962,Close the main line
1963,Open main line
1964,Is the upstairs closed?
1965,Is the main line open?
1966,Switch off the lights
1967,Arm security
1968,Set security to arm
1969,Is the kettle on?
1970,Set the temperature to 70 degrees
1971,Raise the AC speed
1972,Make the AC speed lower
1973,Set mode on AC to cool
1974,What cycle is the AC in?
1975,What's AC mode set to?
1976,Did I set AC to cool?
1977,What is the AC doing?
1978,What is the AC speed?
1979,Turn off the AC
1980,Set AC to high
1981,Is the light on in Tyler's room?
1982,Dim the lights
1983,Are the lights on in the bathroom?
1984,Turn off the master bed room lamps
1985,Turn on my lights
1986,Turn on the lights in the kids bedroom
1987,Activate Good Morning
1988,Turn on Movie Mode
1989,Open the bedroom curtains
1990,Close the curtains half way
1991,Set the thermostat to 72 degrees
1992,What's the temperature inside?
1993,Turn up the thermostat
1994,Turn down the thermostat
1995,Set the temperature to 65 degrees
1996,Turn up the temperature on water heater
1997,Turn off the water heater
1998,Is my water heater on?
1999,Mute the speaker
2000,Volume down on speaker
2001,Pause the speaker
2002,Resume the speaker
2003,Stop the speaker
2004,Make it louder on the speaker
2005,Turn on the camera
2006,What's on Baby camera?
2007,Is the Babycam On?
2008,Show the Front Door Camera on Living Room TV
2009,Turn On Hallway Camera
2010,Turn off the camera
2011,Show garage camera
2012,Turn on speakers
2013,Turn off lights
2014,Open blinds
2015,Open blinds to 20%
2016,Close blinds 10%
2017,Open the blinds 10%
2018,Rotate blinds to 20%
2019,Close blinds down
2020,Are blinds open?
2021,Open blinds 50%
2022,Close blinds to 50%
2023,Close blinds down to 20%
2024,Turn down the thermostat
2025,What's the temperature inside?
2026,Turn up the thermostat
2027,Set the thermostat to 75 degrees
2028,Set the temperature to 65 degrees
2029,Turn on the TV
2030,Stop the TV
2031,Pause the TV
2032,Make it louder on the TV
2033,Skip ahead on speaker
2034,Volume up on TV
2035,Mute the TV
2036,Resume the TV
2037,Show the Front Door Camera on Living Room TV
2038,Turn on the camera
2039,Turn off the camera
2040,Turn On Hallway Camera
2041,Show garage camera
2042,Is the Babycam On?
2043,What's on Baby camera?
2044,Open the side door
2045,Is the front door closed?
2046,How much time does the car have remaining?
2047,How many miles of charge does the car have?
2048,How long until the car is charged?
2049,Is the car unplugged?
2050,What's the battery level of car charger?
2051,Stop charging the car
2052,Is the air purifier on?
2053,Stop the air purifier
2054,Turn on the air purifier
2055,What is the temperature set to?
2056,Set the temperature to 72 degrees
2057,Set fan to 5
2058,Make the fan speed higher
2059,Turn on the fan
2060,Lower the fan speed
2061,Make the fan speed lower
2062,What is the fan speed?
2063,Turn off the fan
2064,Raise the fan speed
2065,Open the front gate
2066,Close the gate 50%
2067,Activate Good Morning
2068,Turn on Movie Mode
2069,Is the light on in Adam's bathroom?
2070,Dim the lights
2071,Are the lights on in the living room?
2072,Dim the lights in the dining room
2073,Turn on my lights
2074,Turn off the living room lamps
2075,Switch off the lights
2076,Close the window
2077,Open the window
2078,Raise the fan speed
2079,Make the fan speed lower
2080,Turn on the fan
2081,Lower the fan speed
2082,Set fan to 5
2083,What is the fan speed?
2084,Make the fan speed higher
2085,Turn off the fan
2086,Turn off TV
2087,Turn on TV
2088,Stop the TV
2089,Turn on the TV
2090,Resume the TV
2091,Skip ahead on TV
2092,Mute the TV
2093,Pause the TV
2094,Make it louder on the TV
2095,Volume up on TV
2096,Open the bedroom curtains
2097,Close the curtains half way
2098,Raise the fan speed
2099,Turn on the fan
2100,Make the fan speed higher
2101,Lower the fan speed
2102,Turn off the fan
2103,What is the fan speed?
2104,Set fan to 5
2105,Make the fan speed lower
2106,Turn on TV
2107,Turn off speakers
2108,Are the lights on in the master bed room?
2109,Is the light on in Alice's bedroom?
2110,Dim the lights
2111,Turn off the living room lamps
2112,Turn on the lights in the kitchen
2113,Turn on my lights
2114,Pause the TV
2115,Skip ahead on speaker
2116,Make it louder on the TV
2117,Resume the TV
2118,Mute the TV
2119,Turn on the TV
2120,Stop the TV
2121,Volume down on TV
2122,Raise the AC speed
2123,Lower the AC speed
2124,What is the AC doing?
2125,Make the AC speed lower
2126,What cycle is the AC in?
